#fileName	intercept	slope	chi2/ndof
23795	-0.0000644895	0.0000021966	5.3063073252
23796	-0.0000648808	0.0000022041	1.5840904395
23797	-0.0000653029	0.0000022137	3.0810863835
23798	-0.0000654308	0.0000022167	3.4908265483
23799	-0.0000646774	0.0000022064	3.7654842475
23800	-0.0000655671	0.0000022152	4.2209825316
23801	-0.0000648530	0.0000021935	3.2629270959
23802	-0.0000652355	0.0000021952	3.0751216564
23803	-0.0000655796	0.0000022003	4.2117073911
23804	-0.0000658462	0.0000022112	4.4071600636
23805	-0.0000658000	0.0000022041	5.6784362228
23806	-0.0000661124	0.0000022097	3.3199742007
23807	-0.0000657696	0.0000021960	3.4149281433
23808	-0.0000661093	0.0000022040	5.4957946494
23809	-0.0000661929	0.0000022062	3.2623228483
23810	-0.0000661597	0.0000022040	3.5833958373
23811	-0.0000660470	0.0000021991	6.2421367737
23812	-0.0000666663	0.0000022092	3.9875145452
23813	-0.0000666187	0.0000022067	3.8275034380
23814	-0.0000666872	0.0000022044	2.9226023069
23815	-0.0000645427	0.0000022026	3.7882561917
23816	-0.0000647195	0.0000022096	5.3828699467
23817	-0.0000646696	0.0000022063	4.5378206367
23818	-0.0000641431	0.0000021908	4.4797576951
23819	-0.0000648043	0.0000022071	4.6630660229
23820	-0.0000651301	0.0000022127	3.8293097802
23821	-0.0000643615	0.0000021889	2.3575133317
23822	-0.0000646721	0.0000021916	2.4932734852
23823	-0.0000653797	0.0000022118	4.8018418847
23824	-0.0000656065	0.0000022165	3.2114680752
23825	-0.0000656046	0.0000022099	3.5927557796
23826	-0.0000655651	0.0000022055	3.0005197953
23828	-0.0000654917	0.0000021957	5.2832485077
23829	-0.0000657391	0.0000022000	4.2391434100
23830	-0.0000657268	0.0000021939	5.4182158692
23831	-0.0000662494	0.0000022033	2.7920173257
23832	-0.0000667359	0.0000022165	4.5776311030
23834	-0.0000665927	0.0000022044	3.1540536524
23835	-0.0000624932	0.0000022116	2.8293845859
23836	-0.0000646990	0.0000022038	3.8506273749
23837	-0.0000622817	0.0000021973	3.1582749720
23838	-0.0000624385	0.0000021966	2.6957692309
23839	-0.0000643468	0.0000021837	3.3388928776
23840	-0.0000650102	0.0000022007	5.4554589710
23841	-0.0000635962	0.0000022196	3.6782202394
23842	-0.0000629751	0.0000021975	4.8146698314
23843	-0.0000654861	0.0000022032	3.7643575248
23844	-0.0000633364	0.0000022043	2.9681023091
23845	-0.0000658215	0.0000022063	4.8839019787
23846	-0.0000660286	0.0000022066	2.3320095871
23847	-0.0000659277	0.0000021999	2.6586535379
23848	-0.0000660040	0.0000022016	3.3092136920
23849	-0.0000665231	0.0000022175	1.9245840738
23850	-0.0000659292	0.0000021957	5.2518628359
23851	-0.0000665676	0.0000022102	3.6077804521
23852	-0.0000669664	0.0000022228	6.2343059579
23853	-0.0000664750	0.0000022062	2.8727343152
23854	-0.0000665818	0.0000022047	5.1325054736
23855	-0.0000665868	0.0000021991	4.0944586829
23856	-0.0000667242	0.0000022051	2.4213107369
23857	-0.0000667572	0.0000021985	3.5348438738
23858	-0.0000670593	0.0000022043	4.4392173944
23859	-0.0000664540	0.0000021855	2.9753555429
23860	-0.0000672572	0.0000022073	3.3728253507
23861	-0.0000676122	0.0000022081	2.9080196155
23862	-0.0000672651	0.0000021967	5.5249027607
23863	-0.0000671807	0.0000021934	4.0719132759
23864	-0.0000677742	0.0000022014	4.3516074071
23865	-0.0000676066	0.0000021958	2.4398471561
23866	-0.0000681929	0.0000022111	3.6736908523
23867	-0.0000675447	0.0000021946	4.3344976049
23868	-0.0000681502	0.0000022103	2.8312519161
23869	-0.0000676805	0.0000021928	4.2515211507
23870	-0.0000680550	0.0000021981	2.8732751378
23871	-0.0000660037	0.0000022045	3.4205195448
23872	-0.0000681222	0.0000022011	2.3935931712
23873	-0.0000687175	0.0000022161	2.8039679116
23874	-0.0000686600	0.0000022112	5.3723011401
23875	-0.0000660906	0.0000022000	3.8235157248
23876	-0.0000663477	0.0000022017	4.7401527992
23905	-0.0000668375	0.0000022653	2.0479846629
23906	-0.0000665179	0.0000022511	2.8391794009
23907	-0.0000666944	0.0000022524	4.8999264306
23908	-0.0000669357	0.0000022573	2.4900993978
23909	-0.0000669407	0.0000022542	4.3243287071
23910	-0.0000666753	0.0000022380	1.9661131686
23911	-0.0000667272	0.0000022381	3.9545240123
23912	-0.0000670000	0.0000022397	3.3990251574
23913	-0.0000669430	0.0000022348	5.4884946078
23914	-0.0000671216	0.0000022400	4.5550460895
23915	-0.0000652829	0.0000022421	4.3365586165
23916	-0.0000648526	0.0000022246	3.8324496103
23917	-0.0000649694	0.0000022325	5.4252879855
23918	-0.0000650859	0.0000022248	2.3607328509
23919	-0.0000654758	0.0000022330	3.4742163842
23920	-0.0000654365	0.0000022285	3.6398843772
23921	-0.0000659895	0.0000022442	3.9303198491
23922	-0.0000657029	0.0000022310	6.4998199093
23929	-0.0000664392	0.0000022305	5.5666520180
23930	-0.0000684544	0.0000022204	4.7662171301
23931	-0.0000687595	0.0000022292	4.7119670078
23932	-0.0000664719	0.0000022184	3.9559506624
23933	-0.0000691273	0.0000022302	3.4376633005
23934	-0.0000688453	0.0000022165	2.9295568128
23935	-0.0000665496	0.0000022133	4.0126664123
23936	-0.0000664924	0.0000022111	2.5808311588
23937	-0.0000666976	0.0000022155	4.0551284072
23938	-0.0000669912	0.0000022243	2.4331013821
23939	-0.0000668879	0.0000022212	3.5662418880
23940	-0.0000668442	0.0000022164	5.2534747760
23941	-0.0000666656	0.0000022052	4.8613911150
23942	-0.0000668533	0.0000022107	3.3901615805
23943	-0.0000670322	0.0000022156	3.3727831173
23944	-0.0000671058	0.0000022150	3.4839453970
23945	-0.0000672693	0.0000022163	4.2577597004
23946	-0.0000674158	0.0000022136	3.0746328333
23947	-0.0000671666	0.0000022026	3.6289484200
23948	-0.0000678123	0.0000022206	3.0371656249
23949	-0.0000678426	0.0000022181	3.3581261999
23950	-0.0000679051	0.0000022158	2.4701928876
23951	-0.0000681741	0.0000022173	3.6284596083
23952	-0.0000682524	0.0000022170	5.1074526375
23953	-0.0000681696	0.0000022120	3.6824732846
23954	-0.0000684936	0.0000022157	6.1806744629
23955	-0.0000640824	0.0000022132	4.0020265347
23956	-0.0000643663	0.0000022187	3.5085076037
23957	-0.0000642987	0.0000022133	2.4866085505
23958	-0.0000644419	0.0000022097	4.2801182109
23959	-0.0000641112	0.0000021985	4.1827919996
23960	-0.0000646656	0.0000022101	5.3019552372
23961	-0.0000646484	0.0000022026	2.8336685359
23962	-0.0000647639	0.0000022042	4.7507421777
23963	-0.0000655500	0.0000022201	4.5156709071
23964	-0.0000653551	0.0000022105	3.7334815052
23965	-0.0000654370	0.0000022124	4.7710800862
23966	-0.0000660638	0.0000022270	3.2707668671
23967	-0.0000656833	0.0000022086	2.4328664873
23968	-0.0000662058	0.0000022204	2.8785482423
23969	-0.0000667628	0.0000022316	2.5758061571
23970	-0.0000666158	0.0000022228	4.9479602443
23971	-0.0000665453	0.0000022194	3.1816032109
23972	-0.0000661699	0.0000022038	4.1475705720
23973	-0.0000667031	0.0000022177	4.3053155815
23974	-0.0000667798	0.0000022146	4.1122791716
23975	-0.0000645996	0.0000022083	4.7346603323
23976	-0.0000647320	0.0000022117	3.0231776103
23977	-0.0000653503	0.0000022235	6.5604278449
23978	-0.0000651562	0.0000022146	2.3785269879
23979	-0.0000653686	0.0000022168	3.2840078724
23980	-0.0000730020	0.0000024180	5.0353206703
23981	-0.0000720048	0.0000023776	2.2158683320
23982	-0.0000714809	0.0000023531	4.2585485626
23983	-0.0000705084	0.0000023187	3.7306251270
23984	-0.0000707403	0.0000023190	2.6220968880
23985	-0.0000699995	0.0000022925	5.9364986288
23986	-0.0000722232	0.0000022848	3.5075122317
23987	-0.0000722117	0.0000022831	3.3683360236
23988	-0.0000693903	0.0000022612	6.6048742796
23989	-0.0000691701	0.0000022514	3.1361373093
23990	-0.0000719368	0.0000022600	4.5120721171
23991	-0.0000716642	0.0000022565	2.9395619818
23992	-0.0000712701	0.0000022512	6.0396209743
23993	-0.0000698861	0.0000022552	2.8186000675
24010	-0.0000669916	0.0000022400	5.2804570161
24011	-0.0000674107	0.0000022488	5.1503099386
24012	-0.0000676967	0.0000022516	2.8100633741
24013	-0.0000675579	0.0000022472	4.2858555666
24014	-0.0000675255	0.0000022414	4.5495094581
24015	-0.0000675755	0.0000022392	4.2839351702
24016	-0.0000678083	0.0000022402	3.5563138743
24017	-0.0000678187	0.0000022400	4.9996798791
24018	-0.0000682962	0.0000022522	4.4097324196
24019	-0.0000682127	0.0000022420	3.1373793129
24020	-0.0000660961	0.0000022402	5.4090442777
24021	-0.0000658751	0.0000022332	3.9615971284
24022	-0.0000661922	0.0000022405	2.8544168745
24023	-0.0000663148	0.0000022388	3.9386000242
24024	-0.0000664666	0.0000022427	4.0862995158
24025	-0.0000664160	0.0000022360	3.2583164751
24026	-0.0000669311	0.0000022474	2.6167640796
24027	-0.0000665274	0.0000022294	2.8852177127
24028	-0.0000668026	0.0000022358	5.2980182354
24029	-0.0000669934	0.0000022359	6.7751109861
24030	-0.0000668076	0.0000022247	2.8517940387
24031	-0.0000672224	0.0000022419	4.8538203077
24032	-0.0000671100	0.0000022324	4.9130639628
24033	-0.0000671051	0.0000022268	4.7220570779
24034	-0.0000673550	0.0000022322	3.8919729349
24035	-0.0000673654	0.0000022271	3.5090760015
24036	-0.0000678440	0.0000022373	4.7776807766
24037	-0.0000680651	0.0000022390	2.9832109318
24038	-0.0000678946	0.0000022248	4.7355480627
24039	-0.0000682661	0.0000022424	2.2849314064
24040	-0.0000660767	0.0000022309	3.4885917983
24041	-0.0000662262	0.0000022329	5.2597271044
24042	-0.0000666934	0.0000022464	5.0823897839
24043	-0.0000661354	0.0000022280	3.3285876225
24044	-0.0000668902	0.0000022472	5.4060372576
24045	-0.0000667246	0.0000022399	3.4541328270
24046	-0.0000668067	0.0000022366	2.9974436453
24047	-0.0000668218	0.0000022323	3.9925522612
24048	-0.0000670395	0.0000022362	3.6345686219
24049	-0.0000671670	0.0000022347	3.3187347874
24050	-0.0000670925	0.0000022273	4.0854437664
24051	-0.0000668807	0.0000022206	3.7629520211
24052	-0.0000667071	0.0000022079	4.1363316699
24053	-0.0000669010	0.0000022090	5.0225635062
24054	-0.0000673960	0.0000022198	6.1483674943
24055	-0.0000674106	0.0000022119	3.9826457248
24056	-0.0000675778	0.0000022197	3.3724000968
24057	-0.0000679145	0.0000022261	4.1856548029
24058	-0.0000675339	0.0000022092	2.1886017548
24059	-0.0000676372	0.0000022098	4.7855763073
24060	-0.0000636231	0.0000022193	5.2920258703
24065	-0.0000725828	0.0000025342	6.4100536078
24066	-0.0000725419	0.0000024439	3.1775278082
24067	-0.0000677047	0.0000023577	2.7722140874
24068	-0.0000686025	0.0000023020	1.8699520187
24069	-0.0000674766	0.0000022576	4.2820582275
24070	-0.0000646260	0.0000022319	3.3743515618
24071	-0.0000637234	0.0000021997	3.8735478613
24072	-0.0000659630	0.0000021948	5.2000457982
24073	-0.0000628691	0.0000021593	3.4389842012
24074	-0.0000653438	0.0000021681	3.5448235026
24075	-0.0000644687	0.0000021361	5.0537862938
24076	-0.0000647610	0.0000021434	2.1179638429
24077	-0.0000645697	0.0000021315	2.1159808687
24078	-0.0000642347	0.0000021155	2.8900763178
24079	-0.0000645659	0.0000021222	2.8849960429
24080	-0.0000643350	0.0000021099	2.4438337036
24081	-0.0000648610	0.0000021212	3.3536796739
24082	-0.0000646744	0.0000021167	3.7124392198
24083	-0.0000645360	0.0000021060	4.1795304428
24084	-0.0000626371	0.0000021135	1.4223863333
24085	-0.0000646224	0.0000021054	3.9620965551
24086	-0.0000646472	0.0000021053	3.3029749608
24087	-0.0000645926	0.0000020988	3.5506278952
24088	-0.0000647681	0.0000020975	4.0609106741
24089	-0.0000646170	0.0000020901	2.9477994025
24090	-0.0000648518	0.0000020939	2.1877444074
24091	-0.0000901398	0.0000030259	147.3498283614
24092	-0.0000800951	0.0000026889	411.6994984326
24093	-0.0000811609	0.0000027109	5.7834992660
24094	-0.0000774957	0.0000025867	4.6804599887
24095	-0.0000749770	0.0000025006	4.2696302330
24096	-0.0000725066	0.0000024117	3.7292879272
24097	-0.0000705758	0.0000023458	3.5290651236
24098	-0.0000691960	0.0000022972	2.5223941113
24099	-0.0000687538	0.0000022756	3.2857105561
24100	-0.0000676870	0.0000022407	4.0250306877
24101	-0.0000673837	0.0000022302	2.7299329686
24102	-0.0000667142	0.0000022018	7.0156077445
24103	-0.0000663930	0.0000021916	3.1207906803
24104	-0.0000663863	0.0000021841	5.1116102064
24105	-0.0000659378	0.0000021666	6.6461242995
24106	-0.0000661783	0.0000021687	2.8385225084
24107	-0.0000658778	0.0000021590	2.7528319458
24108	-0.0000661386	0.0000021593	3.9584056809
24109	-0.0000658767	0.0000021482	3.2010434217
24110	-0.0000661179	0.0000021567	4.0867699731
24111	-0.0000638996	0.0000021507	2.4518695309
24112	-0.0000639986	0.0000021466	2.6416739978
24113	-0.0000642984	0.0000021538	3.2633174375
24114	-0.0000638540	0.0000021346	4.1106316860
24115	-0.0000642483	0.0000021445	2.4876185257
24116	-0.0000648652	0.0000021603	2.4916158594
24117	-0.0000646946	0.0000021438	3.1147542947
24118	-0.0000646415	0.0000021426	3.1316047580
24119	-0.0000650145	0.0000021433	3.2394923960
24120	-0.0000654644	0.0000021552	3.2435427553
24121	-0.0000655750	0.0000021538	3.3827665652
24122	-0.0000653021	0.0000021388	3.5690481805
24123	-0.0000654261	0.0000021411	2.0730485407
24124	-0.0000656310	0.0000021405	4.3239714541
24125	-0.0000659775	0.0000021478	2.3977457233
24126	-0.0000662087	0.0000021495	4.8483685825
24127	-0.0000662162	0.0000021473	2.8261627981
24128	-0.0000665397	0.0000021511	4.0547632013
24129	-0.0000665816	0.0000021490	3.4000747966
24130	-0.0000663611	0.0000021418	2.6069213943
24131	-0.0000602469	0.0000021450	4.9300528556
24132	-0.0000605643	0.0000021517	2.2604544918
24133	-0.0000603507	0.0000021433	5.4575201975
24134	-0.0000606975	0.0000021502	3.2463405227
24135	-0.0000611952	0.0000021645	2.2465880255
24136	-0.0000633728	0.0000021585	3.3509895869
24137	-0.0000608719	0.0000021420	3.6563134195
24138	-0.0000612777	0.0000021547	5.0906077876
24139	-0.0000633250	0.0000021498	3.6524773407
24140	-0.0000632255	0.0000021484	1.9121779910
24141	-0.0000637181	0.0000021544	3.0189915229
24142	-0.0000641183	0.0000021612	3.1854323496
24143	-0.0000637271	0.0000021475	3.4286523810
24144	-0.0000640221	0.0000021583	2.7574898925
24145	-0.0000642856	0.0000021612	3.3316236835
24146	-0.0000642868	0.0000021539	5.1736329366
24147	-0.0000642889	0.0000021529	3.1236320335
24148	-0.0000644710	0.0000021541	6.3482380162
24149	-0.0000644480	0.0000021598	4.4783534160
24150	-0.0000647191	0.0000021545	5.0766933158
24151	-0.0000647969	0.0000021574	3.8668593669
24152	-0.0000653027	0.0000021649	3.2513325021
24153	-0.0000652231	0.0000021629	5.1593080447
24154	-0.0000653523	0.0000021661	2.3940673024
24155	-0.0000652690	0.0000021636	5.8505792364
24156	-0.0000655117	0.0000021614	3.3749644486
24157	-0.0000656407	0.0000021646	2.9518233116
24158	-0.0000658313	0.0000021613	3.5806792258
24159	-0.0000659065	0.0000021656	3.3637222470
24162	-0.0000665621	0.0000021732	4.2705035295
24163	-0.0000665835	0.0000021700	5.2745951708
24164	-0.0000667071	0.0000021740	2.8067184847
24165	-0.0000668964	0.0000021760	1.4566952339
24166	-0.0000668827	0.0000021738	3.4062519361
24167	-0.0000664462	0.0000021604	4.1317115561
24168	-0.0000672321	0.0000021734	3.7589018012
24169	-0.0000670733	0.0000021709	2.9273534897
24170	-0.0000674893	0.0000021751	4.4813621538
24171	-0.0000651861	0.0000021667	3.1457568402
24172	-0.0000653254	0.0000021735	3.6301241898
24173	-0.0000655835	0.0000021780	5.4098641385
24174	-0.0000656198	0.0000021773	1.6531604514
24175	-0.0000657700	0.0000021758	3.5309888937
24176	-0.0000656875	0.0000021699	4.1330356917
24177	-0.0000658089	0.0000021722	3.8829600689
24178	-0.0000661391	0.0000021752	2.6303454310
24179	-0.0000665507	0.0000021887	2.9586552381
24180	-0.0000670023	0.0000021989	4.2428543155
24181	-0.0000664483	0.0000021787	4.3583445584
24182	-0.0000664749	0.0000021743	5.1693756623
24183	-0.0000669422	0.0000021816	2.7644125130
24184	-0.0000600002	0.0000021960	1.1399475699
24185	-0.0000672454	0.0000021842	3.7202767678
24186	-0.0000674764	0.0000021915	4.7155956458
24187	-0.0000676972	0.0000021932	2.1201021652
24188	-0.0000678876	0.0000021965	2.3074444921
24189	-0.0000680120	0.0000022014	4.5073987882
24190	-0.0000682312	0.0000022013	3.5823149777
24191	-0.0000636399	0.0000021924	3.7824605611
24192	-0.0000635589	0.0000021903	3.1840990640
24193	-0.0000640834	0.0000022046	4.5730806851
24194	-0.0000637148	0.0000021872	4.3922271847
24195	-0.0000642562	0.0000022038	2.9167257934
24196	-0.0000646563	0.0000022136	3.7609468296
24197	-0.0000640665	0.0000021898	4.2565694203
24198	-0.0000646131	0.0000022005	2.8633231486
24199	-0.0000644065	0.0000021890	4.2301315033
24200	-0.0000649658	0.0000022067	1.6459809795
24201	-0.0000648564	0.0000021917	2.6740843884
24202	-0.0000653270	0.0000022027	3.1807606686
24203	-0.0000654565	0.0000022015	4.6471602960
24204	-0.0000656930	0.0000022130	3.4817190663
24205	-0.0000657211	0.0000022035	2.6641089507
24206	-0.0000659886	0.0000022120	2.5288040944
24207	-0.0000658067	0.0000022023	5.5118770055
24208	-0.0000663123	0.0000022195	3.2949957449
24209	-0.0000668524	0.0000022290	4.2452425120
24210	-0.0000665487	0.0000022141	2.9571643764
24211	-0.0000648294	0.0000022256	2.1672354730
24212	-0.0000643753	0.0000022080	4.7253855768
24213	-0.0000645121	0.0000022095	3.5057209129
24214	-0.0000645941	0.0000022042	4.6604431644
24215	-0.0000648118	0.0000022055	2.2829356139
24216	-0.0000648027	0.0000022018	3.8307709380
24217	-0.0000649310	0.0000022033	2.6934084990
24218	-0.0000675230	0.0000022161	4.5215257532
24219	-0.0000651617	0.0000022076	3.3036299206
24220	-0.0000652047	0.0000022049	5.1966455922
24221	-0.0000680868	0.0000022228	3.1944222130
24222	-0.0000658826	0.0000022188	5.4227640406
24223	-0.0000657773	0.0000022086	5.4552632249
24224	-0.0000682256	0.0000022136	4.4876044502
24225	-0.0000663862	0.0000022215	4.4602915782
24226	-0.0000685665	0.0000022146	3.8000047471
24227	-0.0000688510	0.0000022224	3.5441687008
24228	-0.0000692677	0.0000022312	1.8836382559
24229	-0.0000685031	0.0000022096	3.4504785654
24230	-0.0000668507	0.0000022220	6.2441469918
24231	-0.0000665773	0.0000022089	4.4810461567
24232	-0.0000668320	0.0000022152	3.7511454303
24233	-0.0000670156	0.0000022163	4.6573070477
24234	-0.0000671679	0.0000022169	2.2365266431
24235	-0.0000671598	0.0000022124	4.6365674107
24236	-0.0000675319	0.0000022251	3.2601884167
24237	-0.0000667117	0.0000022130	3.0383941494
24238	-0.0000674535	0.0000022172	5.1910556306
24239	-0.0000676212	0.0000022232	4.0113305572
24240	-0.0000679777	0.0000022220	4.2557138310
24241	-0.0000678402	0.0000022153	2.3647194505
24242	-0.0000678361	0.0000022151	4.3735469747
24243	-0.0000682316	0.0000022200	4.5432607410
24244	-0.0000684172	0.0000022240	2.4067852463
24245	-0.0000687569	0.0000022276	2.9586225544
24246	-0.0000690121	0.0000022298	4.6253160375
24247	-0.0000692957	0.0000022349	4.1903499407
24248	-0.0000693265	0.0000022328	3.3691360675
24249	-0.0000691793	0.0000022264	3.0012401932
24250	-0.0000689122	0.0000022099	3.7066639322
24251	-0.0000650206	0.0000022262	1.4838740319
24252	-0.0000649148	0.0000022199	3.3543190041
24253	-0.0000651548	0.0000022244	4.3515819819
24254	-0.0000657822	0.0000022417	3.3208839973
24255	-0.0000653788	0.0000022214	2.8616875481
24256	-0.0000655782	0.0000022243	3.2699319184
24257	-0.0000656284	0.0000022241	4.8562754880
24258	-0.0000660763	0.0000022299	3.1576565175
24259	-0.0000659858	0.0000022219	1.6813994004
24260	-0.0000662355	0.0000022265	2.9528224372
24261	-0.0000657808	0.0000022187	3.7815926870
24262	-0.0000662168	0.0000022228	3.3233937488
24264	-0.0000664117	0.0000022209	4.1633813074
24265	-0.0000663628	0.0000022146	3.8259558571
24266	-0.0000570699	0.0000019266	101.1784745317
24267	-0.0000670511	0.0000022255	2.7072992873
24268	-0.0000671506	0.0000022271	4.0201128096
24269	-0.0000669400	0.0000022201	3.8991351729
24270	-0.0000672307	0.0000022231	2.8421845328
24271	-0.0000652283	0.0000022281	4.5243426473
24272	-0.0000648262	0.0000022142	3.4999357336
24273	-0.0000652078	0.0000022207	3.3768213935
24274	-0.0000651321	0.0000022139	3.9187458091
24275	-0.0000655310	0.0000022265	2.7279636648
24276	-0.0000655608	0.0000022240	3.6595478443
24277	-0.0000656678	0.0000022221	4.3772347527
24278	-0.0000654348	0.0000022148	3.3398356066
24279	-0.0000660254	0.0000022314	4.1936700649
24280	-0.0000665578	0.0000022239	3.5229118225
24281	-0.0000660367	0.0000022246	2.7673047240
24282	-0.0000658922	0.0000022178	6.4545521285
24283	-0.0000707034	0.0000023676	4.5992418348
24284	-0.0000703871	0.0000023513	3.1638466091
24285	-0.0000705427	0.0000023528	6.9833005858
24286	-0.0000706393	0.0000023539	3.7967193488
24287	-0.0000706725	0.0000023621	5.0542512069
24288	-0.0000710649	0.0000023613	3.9424762730
24289	-0.0000708385	0.0000023473	3.8520753927
24290	-0.0000707336	0.0000023461	3.5447809825
24291	-0.0000702627	0.0000023306	3.5815790185
24292	-0.0000710269	0.0000023483	5.0826712903
24293	-0.0000706912	0.0000023342	4.1373797994
24297	-0.0000710042	0.0000023414	2.4058642396
24298	-0.0000712212	0.0000023413	6.4206310538
24299	-0.0000736530	0.0000023419	5.1614332381
24300	-0.0000734751	0.0000023308	6.4116588514
24301	-0.0000710079	0.0000023263	3.3441639400
24302	-0.0000730286	0.0000023126	4.3709452077
24303	-0.0000730976	0.0000023102	3.7786338977
24306	-0.0000729337	0.0000022958	3.0621412228
24307	-0.0000711006	0.0000023056	2.8551036506
24308	-0.0000729481	0.0000022894	5.0850428044
24309	-0.0000736828	0.0000023078	3.8814066409
24312	-0.0000736413	0.0000023012	7.5288631129
24313	-0.0000740592	0.0000023021	2.7909413873
24314	-0.0000693942	0.0000023040	2.9952778592
24315	-0.0000694103	0.0000023033	5.6633364040
24316	-0.0000692246	0.0000022926	5.1046470897
24317	-0.0000697391	0.0000023085	3.9802109587
24318	-0.0000698648	0.0000023082	6.5474518353
24319	-0.0000700407	0.0000023124	5.0493211735
24322	-0.0000701416	0.0000023033	4.7561348467
24323	-0.0000701598	0.0000023064	1.9067134531
24324	-0.0000704192	0.0000023080	6.7538553278
24325	-0.0000702908	0.0000023014	2.8589438071
24326	-0.0000702659	0.0000022912	5.3613078397
24327	-0.0000706394	0.0000023083	2.8982261220
24328	-0.0000708811	0.0000023094	4.6759183118
24329	-0.0000703067	0.0000022879	5.9044545842
24330	-0.0000707086	0.0000022935	2.6326864165
24331	-0.0000708319	0.0000023031	4.1642298696
24332	-0.0000712928	0.0000023046	3.7092054707
24333	-0.0000710312	0.0000022962	7.1091207512
24334	-0.0000693666	0.0000023146	2.1858929983
24335	-0.0000688839	0.0000022978	2.4578842416
24336	-0.0000689458	0.0000022951	3.9743408720
24337	-0.0000690518	0.0000022976	3.1649196505
24338	-0.0000685288	0.0000023070	3.6228318239
24339	-0.0000688293	0.0000022864	3.3330216405
24340	-0.0000697937	0.0000023138	4.2110006152
24341	-0.0000698354	0.0000023071	4.1717408326
24342	-0.0000701575	0.0000023156	4.1539087337
24343	-0.0000702148	0.0000023141	6.9683313556
24349	-0.0000706972	0.0000023032	3.0515835180
24350	-0.0000710497	0.0000023139	3.4028555483
24351	-0.0000709456	0.0000023104	6.1706367773
24352	-0.0000707913	0.0000023000	4.1683124205
24353	-0.0000714358	0.0000023159	3.1507240507
24356	-0.0000670527	0.0000023197	3.2366362435
24357	-0.0000665449	0.0000022930	2.3591711025
24358	-0.0000671175	0.0000023090	6.2024342726
24359	-0.0000671490	0.0000023133	3.2418715609
24361	-0.0000668453	0.0000022906	3.6710599452
24362	-0.0000670762	0.0000022993	2.8181865913
24363	-0.0000673238	0.0000023007	3.8109675583
24364	-0.0000701327	0.0000023304	3.4660874831
24365	-0.0000708409	0.0000023446	1.5422127989
24366	-0.0000704327	0.0000023327	3.9628787053
24367	-0.0000704718	0.0000023335	5.4120665609
24368	-0.0000706912	0.0000023322	4.3985639777
24369	-0.0000701511	0.0000023100	5.5316302694
24370	-0.0000729423	0.0000023248	6.4605026469
24371	-0.0000711415	0.0000023378	2.1056395467
24372	-0.0000734572	0.0000023400	5.2867590153
24373	-0.0000705889	0.0000023148	3.4418155936
24374	-0.0000709846	0.0000023318	2.6132877801
24375	-0.0000732055	0.0000023236	5.4054228100
24376	-0.0000708163	0.0000023160	6.1683045688
24377	-0.0000708994	0.0000023185	5.3559020261
24378	-0.0000736580	0.0000023243	3.1766523377
24379	-0.0000737060	0.0000023227	3.7595102733
24380	-0.0000736124	0.0000023140	4.1345200456
24381	-0.0000739640	0.0000023181	3.0711183406
24382	-0.0000742497	0.0000023214	3.1906910114
24396	-0.0000702538	0.0000023400	4.8949211472
24397	-0.0000701633	0.0000023394	4.7954790312
24398	-0.0000708273	0.0000023473	3.2901699274
24402	-0.0000711939	0.0000023401	3.2547613010
24403	-0.0000710214	0.0000023290	4.4904102362
24404	-0.0000715688	0.0000023398	2.1630683436
24405	-0.0000715865	0.0000023382	3.4467444317
24406	-0.0000718676	0.0000023452	4.9663483393
24407	-0.0000702343	0.0000023262	4.6111508107
24408	-0.0000721267	0.0000023379	3.3732262486
24413	-0.0000723758	0.0000023193	3.6162283990
24414	-0.0000677910	0.0000023200	3.7675452855
24415	-0.0000680992	0.0000023224	2.1586121219
24416	-0.0000685295	0.0000023300	3.5690863520
24417	-0.0000685048	0.0000023245	2.5221495454
24418	-0.0000684289	0.0000023196	3.5248314316
24419	-0.0000686026	0.0000023242	6.6111557175
24420	-0.0000690334	0.0000023326	3.6955650441
24421	-0.0000690520	0.0000023254	3.2724981479
24422	-0.0000690649	0.0000023230	4.6716524682
24423	-0.0000690204	0.0000023241	5.0939430436
24424	-0.0000694076	0.0000023281	4.0950639313
24428	-0.0000755504	0.0000025326	3.4639019457
24429	-0.0000788303	0.0000025494	2.5041075610
24430	-0.0000783265	0.0000025296	4.6530969575
24431	-0.0000786948	0.0000025348	4.8093858563
24432	-0.0000784392	0.0000025277	3.1239290811
24433	-0.0000789035	0.0000025322	5.9501521546
24434	-0.0000780323	0.0000026094	6.3346952017
24435	-0.0000780291	0.0000026081	7.3877362168
24436	-0.0000766392	0.0000026083	5.3314738486
24437	-0.0000782940	0.0000026130	6.1839517395
24438	-0.0000785560	0.0000026045	4.1201161479
24439	-0.0000788400	0.0000026118	5.2262950432
24440	-0.0000788080	0.0000026030	5.0960000203
24443	-0.0000765256	0.0000026079	5.5536521989
24444	-0.0000763126	0.0000026009	3.8034485285
24445	-0.0000769594	0.0000026136	5.7022788271
24446	-0.0000768025	0.0000026075	4.4251293473
24447	-0.0000769907	0.0000026058	3.8038589805
24448	-0.0000772311	0.0000026062	5.0348165539
24449	-0.0000772264	0.0000026013	6.1624881672
24450	-0.0000772176	0.0000025979	5.6246746679
24451	-0.0000773513	0.0000025966	5.9183488571
24452	-0.0000775789	0.0000026012	7.3130928480
24453	-0.0000779746	0.0000026068	6.2899829345
24454	-0.0000780211	0.0000026061	6.0524018258
